Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
World,Social Bond,Not Applicable,Not Applicable,Philippine Peso,2024,0.715765378
World,Social Bond,Not Applicable,Not Applicable,Philippine Peso,2024,0.078463316
World,Social Bond,Not Applicable,Not Applicable,Polish Zloty,2024,0.229289764
World,Social Bond,Not Applicable,Not Applicable,Polish Zloty,2024,0.025135101
World,Social Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.008963219
World,Social Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.000982562
World,Social Bond,Not Applicable,Not Applicable,Russian Ruble,2024,0.873804147
World,Social Bond,Not Applicable,Not Applicable,Russian Ruble,2024,0.095787773
World,Social Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.299878404
World,Social Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.032873138
World,Social Bond,Not Applicable,Not Applicable,South African Rand,2024,0.951600192
World,Social Bond,Not Applicable,Not Applicable,South African Rand,2024,0.104315896
World,Social Bond,Not Applicable,Not Applicable,South Korean Won,2024,82.18543434
World,Social Bond,Not Applicable,Not Applicable,South Korean Won,2024,9.009295409
World,Social Bond,Not Applicable,Not Applicable,Swedish Krona,2024,2.817765158
World,Social Bond,Not Applicable,Not Applicable,Swedish Krona,2024,0.308887808
World,Social Bond,Not Applicable,Not Applicable,Swiss Franc,2024,2.116519989
World,Social Bond,Not Applicable,Not Applicable,Swiss Franc,2024,0.23201622
World,Social Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,1.370496322
World,Social Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,0.150235943
World,Social Bond,Not Applicable,Not Applicable,Thai Baht,2024,0.875531321
World,Social Bond,Not Applicable,Not Applicable,Thai Baht,2024,0.095977108
World,Social Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.01176534
World,Social Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.001289735
World,Social Bond,Not Applicable,Not Applicable,Ugandan Shilling,2024,0.005170068
World,Social Bond,Not Applicable,Not Applicable,Ugandan Shilling,2024,0.000566751
World,Social Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.006493506
World,Social Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.000711828
World,Social Bond,Not Applicable,Not Applicable,US Dollar,2024,243.5115648
World,Social Bond,Not Applicable,Not Applicable,US Dollar,2024,26.69411728
World,Social Bond,Not Applicable,Not Applicable,West African CFA Franc,2024,10.51291847
World,Social Bond,Not Applicable,Not Applicable,West African CFA Franc,2024,1.152442509
World,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.157800561
World,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,2024,0.014214941
World,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,2024,0.013358023
World,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,2024,0.001203313
World,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,2024,36.60746353
World,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,2024,3.297662148
World,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,2024,7.892211903
World,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,2024,0.710943779
World,Sustainability Bond,Not Applicable,Not Applicable,British Pound,2024,71.78891678
World,Sustainability Bond,Not Applicable,Not Applicable,British Pound,2024,6.466866883
World,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,24.98268878
World,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,2.250482803
World,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,2024,2.705277284
World,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,2024,0.243695947
World,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.59271624
World,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.05339288
World,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,10.9444262
World,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,0.985892399
World,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.457257416
World,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.04119052
World,Sustainability Bond,Not Applicable,Not Applicable,Euro,2024,234.5192889
World,Sustainability Bond,Not Applicable,Not Applicable,Euro,2024,21.12589367
World,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.059543541
World,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,2024,0.005363783
World,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,1.947944613
World,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,2024,0.175474141
World,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,2024,1.702399988
World,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,2024,0.153355066
World,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,0.791483591
World,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,2024,0.071298179
World,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,2024,22.21434068
World,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,2024,2.001105331
World,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.594053357
World,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,2024,0.05351333
World,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,2024,0.004651162
World,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,2024,0.000418985
World,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,11.47800157
World,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,1.033957769
World,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,2024,23.85195206
World,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,2024,2.14862413
World,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.333641576
World,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.030054997
World,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,2024,0.012325234
World,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,2024,0.001110278
World,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,11.97079324
World,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,1.078349275
World,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,4.598298894
World,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,0.414222531
World,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,2024,0.025349545
World,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,2024,0.00228353
World,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,11.04371923
World,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,2024,0.994836882
World,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,2024,4.447971321
World,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,2024,0.40068077
World,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,2024,1.141139417
World,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,2024,0.102795766
World,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.317498597
World,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,2024,0.02860081
World,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,2024,0.364297319
World,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,2024,0.032816518
World,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,2024,0.026975991
World,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,2024,0.002430043
World,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.442845087
World,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.039892233
World,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,2024,1.016401814
World,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,2024,0.091559192
World,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,2024,21.8622632
World,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,2024,1.969389597
World,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,2024,5.925818003
World,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,2024,0.533807695
World,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,2024,1.672807324
World,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,2024,0.150689309
World,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,1.380890221
World,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,0.124392924
World,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,2024,16.63848402
World,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,2024,1.498822745
World,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.322759977
World,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,2024,0.029074764
World,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,2024,0.008347856
World,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,2024,0.000751989
World,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.525175584
World,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,2024,0.047308704
World,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,2024,571.9736266
World,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,2024,51.5243504
World,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,2024,0.736615558
World,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,2024,0.066355574
World,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,2024,0.009696491
World,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,2024,0.000873476
World,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,2024,1.754027567
World,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,2024,0.504128665
World,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,2024,2.345497548
World,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,2024,0.674124267
World,Linked Bond,Not Applicable,Not Applicable,British Pound,2024,5.05197216
World,Linked Bond,Not Applicable,Not Applicable,British Pound,2024,1.451997692
World,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,4.289732768
World,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,2024,1.232920903
World,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,2024,3.946141845
World,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,2024,1.134168731
World,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.980736
World,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,2024,0.281875348
World,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,20.9689881
World,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,2024,6.026739928
World,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.012096286
World,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,2024,0.003476618
World,Linked Bond,Not Applicable,Not Applicable,Euro,2024,141.3182816
World,Linked Bond,Not Applicable,Not Applicable,Euro,2024,40.6165775
World,Linked Bond,Not Applicable,Not Applicable,Japanese Yen,2024,11.13655594
World,Linked Bond,Not Applicable,Not Applicable,Japanese Yen,2024,3.20078041
World,Linked Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,0.665145485
World,Linked Bond,Not Applicable,Not Applicable,Malaysian Ringgit,2024,0.19117083
World,Linked Bond,Not Applicable,Not Applicable,Mexican Peso,2024,6.901008126
World,Linked Bond,Not Applicable,Not Applicable,Mexican Peso,2024,1.983432916
World,Linked Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.209230302
World,Linked Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,2024,0.060135311
World,Linked Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,0.057400009
World,Linked Bond,Not Applicable,Not Applicable,New Zealand Dollar,2024,0.016497454
World,Linked Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,1.167214237
World,Linked Bond,Not Applicable,Not Applicable,Norwegian Krone,2024,0.335471441
World,Linked Bond,Not Applicable,Not Applicable,Philippine Peso,2024,1.074785733
World,Linked Bond,Not Applicable,Not Applicable,Philippine Peso,2024,0.308906374
World,Linked Bond,Not Applicable,Not Applicable,Polish Zloty,2024,1.382314431
World,Linked Bond,Not Applicable,Not Applicable,Polish Zloty,2024,0.397293829
World,Linked Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,1.927539483
World,Linked Bond,Not Applicable,Not Applicable,Singapore Dollar,2024,0.553998081
World,Linked Bond,Not Applicable,Not Applicable,South African Rand,2024,0.303302373
World,Linked Bond,Not Applicable,Not Applicable,South African Rand,2024,0.087172758
World,Linked Bond,Not Applicable,Not Applicable,South Korean Won,2024,0.258236048
World,Linked Bond,Not Applicable,Not Applicable,South Korean Won,2024,0.074220153
World,Linked Bond,Not Applicable,Not Applicable,Swedish Krona,2024,2.794345681
World,Linked Bond,Not Applicable,Not Applicable,Swedish Krona,2024,0.80312863
World,Linked Bond,Not Applicable,Not Applicable,Swiss Franc,2024,1.829594377
World,Linked Bond,Not Applicable,Not Applicable,Swiss Franc,2024,0.525847477
World,Linked Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,0.241593459
World,Linked Bond,Not Applicable,Not Applicable,Taiwanese Dollar,2024,0.069436872
World,Linked Bond,Not Applicable,Not Applicable,Thai Baht,2024,3.795433461
World,Linked Bond,Not Applicable,Not Applicable,Thai Baht,2024,1.090853325
World,Linked Bond,Not Applicable,Not Applicable,US Dollar,2024,133.5213469
World,Linked Bond,Not Applicable,Not Applicable,US Dollar,2024,38.37564448
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,577.4054317
World,Green Bonds,Banks,Not Applicable,Not Applicable,2024,99.51869195
World,Green Bonds,International Organization,Not Applicable,Not Applicable,2024,46.40176224
World,Green Bonds,Local and state Government,Not Applicable,Not Applicable,2024,10.4443626
World,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,2024,148.9851115
World,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,2024,120.8810046
World,Green Bonds,Sovereign,Not Applicable,Not Applicable,2024,89.37331577
World,Green Bonds,State owned entities,Not Applicable,Not Applicable,2024,61.80118306
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,3090.241335
World,,Not Applicable,Not Applicable,Not Applicable,2024,29.03558535
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,146.4170349
World,Social Bond,Banks,Not Applicable,Not Applicable,2024,18.80263694
World,Social Bond,International Organization,Not Applicable,Not Applicable,2024,9.664400469
World,Social Bond,Local and state Government,Not Applicable,Not Applicable,2024,3.171466397
World,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2024,10.06370616
World,Social Bond,Other financial corporations,Not Applicable,Not Applicable,2024,23.42518911
World,Social Bond,Sovereign,Not Applicable,Not Applicable,2024,7.900840567
World,Social Bond,State owned entities,Not Applicable,Not Applicable,2024,73.38879526
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,839.663246
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,205.0538585
World,Sustainability Bond,Banks,Not Applicable,Not Applicable,2024,20.36084071
World,Sustainability Bond,International Organization,Not Applicable,Not Applicable,2024,82.95127504
World,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,2024,12.88921622
World,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2024,22.68117922
World,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,2024,26.27186893
World,Sustainability Bond,Sovereign,Not Applicable,Not Applicable,2024,21.05817431
World,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,2024,18.84130406
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1004.118085
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,44.50876963
World,Linked Bond,Banks,Not Applicable,Not Applicable,2024,0.962468896
World,Linked Bond,Local and state Government,Not Applicable,Not Applicable,2024,0.052340932
World,Linked Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2024,25.86190342
World,Linked Bond,Other financial corporations,Not Applicable,Not Applicable,2024,15.87243812
World,Linked Bond,Sovereign,Not Applicable,Not Applicable,2024,1.759618252
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,344.655242
